  121, 13204, 152, 0
  167, 3456, 191, 1
  66, 3143, 171, 1
  138, 6201, 143, 1
  151, 12601, 172, 0
  81, 6879, 163, 1
  66, 8354, 188, 0
  115, 13442, 135, 0
  94, 14729, 99, 0
  90, 3193, 141, 1
  107, 6908, 169, 1
  220, 2728, 123, 1
  109, 11876, 124, 0
  288, 13832, 130, 1
  252, 12216, 107, 1
  89, 6945, 153, 1
  134, 17560, 139, 0
  168, 4787, 127, 1
  240, 8364, 136, 1
  261, 6676, 187, 1
  245, 4904, 124, 1
  259, 11161, 176, 1
  183, 11737, 94, 0
  114, 4083, 148, 1
  166, 16861, 173, 0
  287, 9379, 169, 1
  254, 10127, 191, 1
  77, 13095, 96, 0
  89, 15126, 173, 0
  115, 6713, 102, 1
  126, 7597, 136, 0
  271, 11353, 118, 1
  236, 13249, 97, 0
  152, 11654, 119, 0
  277, 6112, 130, 1
  195, 16808, 182, 0
  250, 9364, 109, 1
  257, 11091, 165, 1
  114, 8429, 101, 0
  238, 6456, 112, 1
  287, 15192, 104, 1
  78, 11165, 177, 0
  199, 3168, 144, 1
  190, 12291, 190, 0
  117, 6754, 110, 1
  221, 16704, 187, 1
  159, 11158, 138, 0
  218, 15551, 164, 1
  245, 6027, 162, 1
  193, 8598, 196, 0
  107, 11555, 195, 0
  130, 14485, 146, 0
  261, 13544, 172, 1
  231, 6117, 150, 1
  261, 4197, 128, 1
  139, 7759, 185, 0
  113, 8320, 154, 0
  252, 15818, 144, 1
  220, 6129, 109, 1
  139, 12680, 138, 0
  173, 13155, 186, 0
  270, 7998, 132, 1
  185, 12549, 126, 0
  273, 9812, 185, 1
  193, 9685, 184, 0
  69, 14394, 132, 0
  279, 16390, 115, 1
  139, 3897, 125, 1
  218, 10640, 128, 1
  239, 15953, 107, 1
  113, 15564, 194, 0
  67, 13252, 96, 0
  92, 15146, 160, 0
  141, 12931, 125, 0
  162, 9706, 104, 0
  163, 17483, 180, 0
  125, 14400, 128, 0
  138, 10807, 127, 0
  94, 15804, 123, 0
  133, 9999, 169, 0
  229, 7519, 152, 1
  218, 5385, 160, 1
  293, 14404, 105, 1
  243, 14267, 129, 1
  90, 6127, 119, 1
  268, 10496, 182, 1
  262, 4579, 167, 1
  183, 6237, 196, 1
  178, 13508, 149, 0
  171, 11900, 120, 0
  110, 13432, 112, 0
  285, 8135, 94, 0
  105, 14285, 142, 0
  121, 16394, 94, 0
  236, 13559, 164, 1
  80, 17380, 139, 0
  248, 8057, 96, 0
  197, 11310, 190, 0
  251, 3358, 100, 1
  184, 2979, 103, 1
  187, 6648, 177, 1
  190, 15424, 116, 0
  265, 5036, 135, 1
  271, 16547, 154, 1
  149, 5484, 168, 1
  113, 5501, 181, 1
  95, 11257, 184, 0
  86, 13780, 138, 0
  187, 15883, 179, 0
  99, 17572, 99, 0
  246, 2749, 148, 1
  120, 16199, 136, 0
  163, 4626, 134, 1
  72, 12002, 111, 0
  198, 14178, 164, 0
  240, 5488, 183, 1
  179, 5717, 153, 1
  266, 15583, 121, 1
  102, 4333, 154, 1
  244, 2758, 190, 1
  90, 11209, 182, 0
  221, 14454, 182, 1
  258, 14113, 157, 1
  135, 17654, 179, 0
  158, 12093, 132, 0
  109, 7155, 107, 0
  265, 4091, 139, 1
  125, 6869, 132, 1
  289, 5062, 132, 1
  164, 10033, 100, 0
  172, 10215, 162, 0
  180, 10465, 142, 0
  132, 14649, 97, 0
  172, 4838, 127, 1
  243, 4542, 184, 1
  163, 16373, 122, 0
  105, 7916, 179, 0
  163, 3317, 105, 1
  129, 12028, 117, 0
  128, 6639, 161, 1
  196, 7906, 173, 0
  292, 13938, 158, 1
  158, 16340, 194, 0
  91, 12349, 152, 0
  252, 3324, 155, 1
  247, 12277, 175, 1
  240, 7012, 160, 1
  80, 9689, 150, 0
  190, 9058, 109, 0
  236, 14098, 101, 1
  100, 12215, 181, 0
  266, 14324, 140, 1
  266, 10954, 115, 1
  195, 3447, 164, 1
  158, 16471, 108, 0
  214, 7479, 178, 1
  279, 4719, 195, 1
  218, 13218, 148, 1
  288, 4267, 151, 1
  82, 5893, 183, 1
  148, 12649, 179, 0
  258, 8870, 135, 1
  226, 7469, 164, 1
  145, 3197, 126, 1
  210, 11472, 156, 1
  140, 7139, 189, 0
  144, 9441, 147, 0
  122, 5912, 190, 1
  230, 16497, 144, 1
  268, 9613, 162, 1
  227, 11052, 182, 1
  87, 13432, 139, 0
  274, 16694, 176, 1
  65, 9833, 173, 0
  103, 12362, 144, 0
  234, 2833, 184, 1
  119, 14969, 135, 0
  287, 9411, 185, 1
  82, 9533, 115, 0
  132, 14109, 117, 0
  281, 6488, 167, 1
  156, 6216, 176, 1
  133, 12650, 185, 0
  199, 7580, 165, 0
  232, 16995, 109, 1
  283, 8516, 150, 1
  191, 14029, 108, 0
  117, 7595, 162, 0
  143, 6074, 170, 1
  80, 8878, 152, 0
  286, 5322, 122, 1
  68, 16773, 195, 0
  96, 4286, 118, 1
  270, 6229, 95, 1
  150, 9560, 127, 0
  129, 6037, 159, 1
  251, 15646, 122, 1
  155, 17543, 176, 0
  253, 7978, 179, 1
  107, 5067, 128, 1
  194, 14986, 102, 0
  223, 16642, 173, 1
  234, 9024, 154, 1
  132, 11508, 159, 0
  221, 7610, 176, 1
  195, 11366, 148, 0
  111, 15173, 171, 0
  202, 6169, 94, 1
  119, 8816, 185, 0
  177, 14118, 159, 0
  175, 14469, 195, 0
  276, 14050, 96, 0
  101, 16444, 114, 0
  223, 10640, 156, 1
  197, 9654, 156, 0
  165, 12590, 178, 0
  128, 14440, 110, 0
  118, 9822, 183, 0
  286, 15159, 129, 1
  200, 17463, 100, 0
  227, 14570, 155, 1
  97, 6262, 138, 1
  216, 13433, 140, 1
  217, 7983, 157, 1
  74, 6740, 153, 1
  143, 16020, 183, 0
  289, 6090, 162, 1
  229, 8310, 134, 1
  123, 4534, 107, 1
  282, 13629, 175, 1
  242, 3793, 136, 1
  124, 17294, 160, 0
  233, 13206, 180, 1
  243, 3727, 96, 1
  237, 6224, 132, 1
  209, 11620, 118, 1
  225, 3845, 111, 1
  164, 7193, 132, 0
  208, 4727, 95, 1
  262, 16386, 150, 1
  119, 4107, 171, 1
  125, 12903, 187, 0
  153, 7327, 189, 0
  283, 15948, 172, 1
  98, 11639, 101, 0
  229, 12731, 172, 1
  66, 12046, 125, 0
  188, 3594, 134, 1
  66, 10951, 180, 0
  131, 7018, 167, 0
  150, 16444, 165, 0
  205, 13028, 193, 1
  127, 11491, 130, 0
  207, 8590, 116, 1
  139, 7069, 194, 0
  238, 5530, 146, 1
  176, 17001, 106, 0
  109, 16611, 136, 0
  86, 15761, 101, 0
  244, 16244, 102, 1
  249, 5923, 109, 1
  223, 13868, 128, 1
  234, 13692, 187, 1
  66, 5661, 173, 1
  88, 6570, 180, 1
  176, 15722, 104, 0
  250, 13572, 103, 1
  92, 13974, 96, 0
  135, 11075, 166, 0
  145, 6723, 113, 1
  82, 13833, 119, 0
  84, 12300, 116, 0
  222, 2979, 94, 1
  78, 4404, 173, 1
  94, 3035, 157, 1
  268, 6741, 158, 1
  83, 12412, 168, 0
  106, 12195, 117, 0
  106, 15731, 94, 0
  139, 16401, 143, 0
  68, 15430, 160, 0
  67, 10940, 176, 0
  217, 9093, 153, 1
  86, 15703, 192, 0
  217, 14262, 159, 1
  109, 7377, 189, 0
  234, 5564, 170, 1
  148, 6097, 121, 1
  219, 3860, 174, 1
  152, 10233, 99, 0
  189, 2869, 153, 1
  174, 13389, 157, 0
  250, 15170, 126, 1
  205, 14290, 155, 1
  123, 8589, 105, 0
  221, 6392, 94, 1
  243, 3038, 149, 1
  111, 7086, 142, 0
  175, 4935, 157, 1
  277, 2998, 156, 1
  248, 10205, 132, 1
  247, 9925, 135, 1
  150, 7457, 139, 0
  228, 15955, 182, 1
  260, 17564, 146, 1
  166, 14651, 149, 0
  86, 13274, 128, 0
  167, 5433, 130, 1
  242, 8502, 180, 1
  152, 12236, 154, 0
  223, 8166, 175, 1
  156, 7048, 174, 0
  248, 17147, 127, 1
  90, 17016, 154, 0
  181, 14062, 196, 0
  134, 10018, 175, 0
  97, 11664, 134, 0
  193, 3554, 183, 1
  257, 10589, 194, 1
  124, 10147, 99, 0
  73, 3526, 150, 1
  149, 3238, 171, 1
  179, 9487, 185, 0
  256, 3916, 150, 1
  198, 11080, 195, 0
  157, 2731, 174, 1
  164, 7296, 95, 0
  199, 16145, 194, 0
  175, 14705, 102, 0
  290, 7742, 176, 1
  146, 4797, 177, 1
  191, 5448, 119, 1
  102, 9982, 113, 0
  68, 10365, 175, 0
  91, 9675, 145, 0
  83, 7471, 116, 0
  82, 17442, 116, 0
  251, 8103, 151, 1
  246, 11503, 173, 1
  162, 7182, 122, 0
  284, 15405, 144, 1
  279, 7988, 126, 1
  82, 13799, 145, 0
  100, 13872, 121, 0
  210, 15204, 116, 1
  237, 11557, 145, 1
  250, 11746, 120, 1
  236, 3155, 143, 1
  276, 9110, 180, 1
  247, 9731, 126, 1
  112, 9057, 195, 0
  280, 5708, 191, 1
  253, 5508, 124, 1
  86, 12136, 160, 0
  273, 9914, 108, 1
  134, 7147, 97, 0
  284, 7743, 163, 1
  288, 6981, 97, 1
  273, 9525, 126, 1
  250, 9157, 110, 1
  101, 5644, 172, 1
  192, 13521, 136, 0
  292, 10210, 164, 1
  229, 3590, 109, 1
  114, 10970, 196, 0
  207, 17312, 159, 1
  140, 7512, 113, 0
  259, 4486, 103, 1
  126, 11371, 178, 0
  70, 3478, 108, 1
  290, 15446, 98, 0
  82, 15993, 189, 0
  199, 7384, 152, 0
  82, 11483, 100, 0
  291, 10398, 191, 1
  238, 10577, 194, 1
  74, 10499, 166, 0
  85, 9044, 128, 0
  70, 2718, 167, 1
  250, 14430, 163, 1
  71, 14627, 130, 0
  232, 6272, 121, 1
  93, 3658, 176, 1
  171, 11459, 114, 0
  222, 13110, 184, 1
  278, 14167, 193, 1
  177, 13804, 167, 0
  127, 11748, 125, 0
  123, 10003, 149, 0
  70, 10607, 132, 0
  194, 15106, 109, 0
  160, 17591, 130, 0
  69, 11874, 187, 0
  246, 11310, 147, 1
  231, 11072, 131, 1
  160, 11580, 149, 0
  244, 13117, 109, 1
  277, 11013, 107, 1
  284, 9812, 137, 1
  251, 10423, 105, 1
  271, 7004, 144, 1
  117, 13314, 165, 0
  287, 4886, 139, 1
  117, 5986, 185, 1
  294, 5195, 185, 1
  170, 6570, 162, 1
  279, 3455, 117, 1
  203, 4478, 186, 1
  111, 5469, 149, 1
  282, 12418, 125, 1
  217, 8253, 156, 1
  246, 13963, 107, 1
  169, 4370, 176, 1
  75, 9783, 112, 0
  126, 4938, 193, 1
  103, 8293, 175, 0
  237, 14653, 182, 1
  124, 8479, 182, 0
  168, 16465, 133, 0
  172, 5891, 106, 1
  209, 16101, 99, 1
  124, 8583, 110, 0
  215, 14858, 124, 1
  191, 6346, 160, 1
  282, 14207, 188, 1
  213, 16210, 138, 1
  284, 16362, 156, 1
  85, 9510, 159, 0
  103, 4615, 182, 1
  116, 8773, 181, 0
  93, 11451, 168, 0
  222, 15912, 137, 1
  207, 10266, 134, 1
  286, 4641, 118, 1
  114, 12960, 112, 0
  156, 15616, 173, 0
  138, 7470, 152, 0
  167, 11175, 108, 0
  253, 3974, 125, 1
  133, 5391, 94, 1
  160, 16817, 164, 0
  167, 10081, 124, 0
  221, 6417, 146, 1
  261, 4755, 110, 1
  107, 5304, 140, 1
  235, 10724, 160, 1
  165, 15189, 156, 0
  120, 4068, 142, 1
  240, 9048, 162, 1
  190, 16560, 143, 0
  184, 17603, 189, 0
  242, 14611, 191, 1
  168, 6811, 117, 1
  228, 10080, 128, 1
  193, 14414, 159, 0
  127, 8738, 126, 0
  286, 3742, 176, 1
  134, 9659, 121, 0
  162, 5667, 188, 1
  76, 16780, 186, 0
  143, 17109, 127, 0
  140, 3816, 134, 1
  227, 7589, 187, 1
  89, 8594, 158, 0
  189, 4232, 175, 1
  107, 16149, 180, 0
  230, 14292, 131, 1
  186, 10396, 109, 0
  149, 5168, 164, 1
  66, 12010, 124, 0
  240, 6674, 123, 1
  135, 14161, 196, 0
  260, 12366, 156, 1
  99, 5074, 109, 1
  171, 14823, 151, 0
  89, 17604, 163, 0
  272, 14734, 187, 1
  144, 14224, 136, 0
  259, 12328, 182, 1
  132, 16585, 160, 0
  233, 11452, 178, 1
  129, 3257, 116, 1
  223, 9175, 174, 1
  89, 14808, 144, 0
  127, 16205, 108, 0
  144, 4155, 104, 1
  114, 16679, 125, 0
  77, 12594, 106, 0
  284, 13821, 183, 1
  232, 10924, 131, 1
  265, 13379, 149, 1
  118, 3177, 189, 1
  158, 4794, 104, 1
  263, 10049, 145, 1
  209, 15969, 161, 1
  241, 12886, 161, 1
  270, 4520, 177, 1
  88, 11457, 139, 0
  144, 14509, 177, 0
  276, 9392, 164, 1
  85, 9334, 166, 0
  190, 17518, 192, 0
  112, 13281, 131, 0
  204, 17112, 150, 1
  182, 3433, 167, 1
  80, 13642, 132, 0
  273, 16519, 145, 1
  116, 7799, 126, 0
  223, 7924, 100, 1
  140, 11845, 107, 0
  156, 3572, 126, 1
  163, 8159, 102, 0
  276, 16144, 106, 1
  95, 10191, 133, 0
  231, 7342, 190, 1
  251, 14508, 155, 1
  133, 11962, 135, 0
  117, 3954, 196, 1
  76, 11159, 168, 0
  144, 4869, 133, 1
  277, 16946, 98, 0
  196, 12219, 95, 0
  86, 14296, 153, 0
  131, 12035, 133, 0
  263, 5193, 193, 1
  161, 7759, 158, 0
  282, 3894, 162, 1
  197, 17445, 173, 0
  268, 13236, 153, 1
  90, 7316, 132, 0
  112, 13134, 100, 0
  68, 14866, 112, 0
  82, 5855, 134, 1
  262, 5044, 179, 1
  105, 16220, 181, 0
  102, 5480, 129, 1
  71, 10395, 188, 0
  112, 4327, 151, 1
  121, 7021, 170, 0
  266, 14435, 150, 1
  256, 7522, 168, 1
  119, 7614, 115, 0
  110, 14482, 131, 0
  130, 14696, 124, 0
  185, 7561, 108, 0
  195, 9452, 113, 0
  128, 17547, 154, 0
  282, 13410, 141, 1
  78, 9271, 134, 0
  174, 5198, 103, 1
  87, 2939, 133, 1
  111, 15821, 142, 0
  141, 13545, 122, 0
  194, 6117, 194, 1
  184, 8445, 166, 0
  253, 7818, 157, 1
  252, 13372, 144, 1
  258, 16586, 171, 1
  229, 3976, 189, 1
  70, 13491, 94, 0
  210, 14602, 110, 1
  84, 3500, 161, 1
  270, 11316, 131, 1
  168, 6782, 150, 1
  177, 2826, 154, 1
  227, 15499, 106, 1
  129, 6980, 163, 1
  90, 11262, 119, 0
  147, 3727, 130, 1
  142, 13637, 135, 0
  261, 9154, 153, 1
  228, 6504, 166, 1
  268, 8907, 135, 1
  181, 7068, 117, 0
  179, 13657, 114, 0
  281, 5275, 188, 1
  144, 7898, 177, 0
  90, 10437, 155, 0
  225, 12850, 113, 1
  69, 16357, 138, 0
  89, 8989, 127, 0
  75, 3169, 150, 1
  101, 13030, 152, 0
  153, 8469, 163, 0
  142, 11743, 108, 0
  279, 10013, 169, 1
  187, 14587, 173, 0
  126, 12082, 156, 0
  110, 13538, 95, 0
  100, 12419, 138, 0
  243, 15122, 187, 1
  173, 4237, 192, 1
  154, 9968, 196, 0
  223, 12477, 128, 1
  182, 11431, 104, 0
  236, 7778, 160, 1
  246, 3959, 118, 1
  170, 6127, 182, 1
  102, 3670, 113, 1
  161, 16355, 175, 0
  99, 6820, 164, 1
  148, 8424, 170, 0
  100, 6376, 117, 1
  282, 12152, 105, 1
  210, 16001, 149, 1
  197, 12656, 181, 0
  255, 11697, 172, 1
  147, 11041, 130, 0
  183, 5648, 186, 1
  193, 14740, 158, 0
  183, 16662, 98, 0
  271, 3463, 174, 1
  254, 15852, 173, 1
  115, 10629, 141, 0
  131, 14916, 119, 0
  151, 10402, 175, 0
  88, 16491, 135, 0
  94, 7480, 193, 0
  275, 10842, 124, 1
  287, 11539, 179, 1
  107, 10302, 138, 0
  245, 13446, 102, 1
  182, 15156, 128, 0
  176, 14679, 176, 0
  278, 16659, 147, 1
  150, 5777, 114, 1
  148, 12666, 193, 0
  134, 7079, 127, 0
  95, 8279, 128, 0
  109, 8176, 131, 0
  139, 14965, 141, 0
  211, 11979, 124, 1
  216, 11174, 102, 1
  204, 5064, 183, 1
  185, 4379, 194, 1
  77, 15564, 177, 0
  190, 2976, 145, 1
  266, 16367, 130, 1
  107, 7439, 141, 0
  207, 11289, 100, 1
  276, 13261, 182, 1
  87, 5450, 96, 1
  226, 7569, 118, 1
  207, 4087, 158, 1
  267, 9557, 162, 1
  128, 9515, 133, 0
  93, 4127, 167, 1
  107, 4674, 122, 1
  182, 17430, 187, 0
  273, 13961, 171, 1
  110, 11361, 142, 0
  212, 14307, 136, 1
  272, 12332, 146, 1
  104, 13714, 99, 0
  177, 5176, 155, 1
  69, 15405, 144, 0
  85, 6229, 147, 1
  134, 11638, 169, 0
  180, 12570, 190, 0
  152, 11690, 120, 0
  249, 13303, 112, 1
  176, 10405, 158, 0
  233, 17279, 116, 1
  219, 7629, 136, 1
  145, 10497, 173, 0
  188, 16654, 159, 0
  150, 8455, 148, 0
  207, 14993, 105, 1
  236, 4540, 154, 1
  270, 14155, 121, 1
  283, 13522, 105, 1
  219, 5233, 139, 1
  277, 8893, 101, 1
  152, 2906, 157, 1
  140, 7125, 136, 0
  147, 15013, 169, 0
  172, 12896, 138, 0
  65, 3036, 116, 1
  143, 3377, 109, 1
  133, 9142, 138, 0
  80, 16139, 108, 0
  167, 3045, 164, 1
  84, 4538, 163, 1
  103, 9892, 120, 0
  132, 12528, 108, 0
  155, 17667, 106, 0
  208, 11951, 186, 1
  152, 8199, 177, 0
  237, 4410, 141, 1
  193, 9918, 105, 0
  267, 3296, 136, 1
  191, 9021, 124, 0
  288, 15987, 158, 1
  215, 4222, 129, 1
  154, 3764, 139, 1
  89, 9168, 161, 0
  212, 12259, 186, 1
  108, 10965, 152, 0
  161, 5897, 126, 1
  146, 13091, 145, 0
  248, 13606, 97, 0
  70, 9137, 111, 0
  250, 8040, 121, 1
  254, 12118, 183, 1
  109, 12725, 180, 0
  183, 5285, 134, 1
  241, 15212, 147, 1
  241, 3983, 132, 1
  275, 6955, 190, 1
  224, 5467, 129, 1
  175, 14067, 157, 0
  139, 13983, 171, 0
  214, 9202, 192, 1
  110, 6007, 160, 1
  273, 3719, 145, 1
  249, 7646, 127, 1
  230, 6019, 161, 1
  276, 12241, 121, 1
  162, 7873, 167, 0
  144, 9432, 106, 0
  172, 9951, 156, 0
  268, 3750, 172, 1
  222, 17658, 100, 1
  150, 2733, 103, 1
  80, 9277, 187, 0
  274, 4359, 144, 1
  294, 11940, 165, 1
  139, 12933, 101, 0
  153, 9651, 115, 0
  184, 11113, 159, 0
  281, 10972, 163, 1
  99, 17129, 122, 0
  202, 8057, 101, 1
  202, 5866, 179, 1
  260, 17084, 112, 1
  217, 11681, 133, 1
  71, 4696, 160, 1
  113, 8347, 119, 0
  92, 6744, 99, 1
  65, 9975, 193, 0
  113, 12844, 99, 0
  81, 7766, 175, 0
  230, 12473, 106, 1
  116, 9585, 180, 0
  147, 10653, 178, 0
  249, 8825, 126, 1
  156, 7426, 178, 0
  274, 13581, 193, 1
  160, 16756, 118, 0
  209, 15491, 168, 1
  92, 9058, 103, 0
  275, 4430, 177, 1
  261, 14562, 140, 1
  151, 15987, 188, 0
  75, 7140, 152, 0
  192, 5352, 187, 1
  235, 15753, 143, 1
  291, 16638, 134, 1
  200, 2985, 114, 1
  286, 10608, 118, 1
  261, 17486, 118, 1
  165, 6938, 119, 1
  121, 5944, 107, 1
  74, 3769, 124, 1
  181, 9481, 109, 0
  122, 5935, 169, 1
  82, 7287, 132, 0
  130, 3861, 185, 1
  288, 3099, 129, 1
  184, 2711, 190, 1
  162, 8397, 160, 0
  65, 6009, 120, 1
  151, 5206, 103, 1
  122, 8056, 147, 0
  185, 11271, 155, 0
  227, 7409, 122, 1
  278, 14246, 141, 1
  188, 13338, 196, 0
  179, 9621, 136, 0
  210, 7248, 117, 1
  281, 9565, 147, 1
  226, 14547, 160, 1
  124, 13494, 191, 0
  216, 3168, 193, 1
  113, 17347, 133, 0
  197, 7202, 174, 0
  247, 6629, 142, 1
  76, 13106, 123, 0
  88, 16121, 109, 0
  122, 5609, 167, 1
  191, 9956, 143, 0
  115, 14806, 148, 0
  173, 9467, 152, 0
  72, 7113, 156, 0
  139, 6062, 136, 1
  170, 16330, 156, 0
  193, 12558, 115, 0
  102, 16106, 155, 0
  203, 12323, 190, 1
  161, 17318, 97, 0
  149, 12508, 119, 0
  199, 6874, 178, 1
  287, 7787, 179, 1
  201, 4716, 102, 1
  239, 15751, 148, 1
  67, 5648, 178, 1
  222, 3330, 114, 1
  231, 13272, 146, 1
  294, 9350, 116, 1
  182, 8917, 109, 0
  279, 11728, 180, 1
  264, 16477, 149, 1
  149, 6761, 196, 1
  169, 13868, 137, 0
  155, 8138, 144, 0
  117, 14749, 145, 0
  220, 7313, 120, 1
  107, 5365, 109, 1
  197, 13812, 164, 0
  269, 10965, 185, 1
  87, 13352, 162, 0
  65, 7970, 187, 0
  217, 6290, 164, 1
  286, 8073, 167, 1
  176, 4817, 158, 1
  278, 3762, 181, 1
  97, 5605, 156, 1
  184, 5636, 135, 1
  108, 6682, 120, 1
  77, 5800, 134, 1
  220, 17485, 154, 1
  203, 10625, 147, 1
  283, 14134, 179, 1
  148, 11436, 149, 0
  292, 15449, 153, 1
  276, 16987, 132, 1
  78, 14220, 151, 0
  220, 6080, 100, 1
  147, 4316, 162, 1
  226, 11148, 142, 1
  168, 10292, 97, 0
  285, 14869, 172, 1
  154, 12501, 162, 0
  100, 4654, 154, 1
  218, 4045, 121, 1
  196, 13469, 172, 0
  276, 13652, 147, 1
  275, 15054, 105, 1
  214, 9346, 112, 1
  249, 14435, 196, 1
  101, 4152, 175, 1
  71, 4688, 179, 1
  192, 15575, 96, 0
  124, 9437, 106, 0
  131, 3864, 143, 1
  260, 11173, 144, 1
  284, 9211, 187, 1
  222, 2719, 150, 1
  100, 7593, 112, 0
  269, 13586, 155, 1
  152, 15362, 178, 0
  102, 12699, 112, 0
  135, 5530, 164, 1
  153, 10459, 135, 0
  69, 12049, 166, 0
  136, 11093, 183, 0
  84, 3862, 123, 1
  90, 13422, 113, 0
  93, 2711, 133, 1
  266, 3032, 100, 1
  108, 2978, 151, 1
  224, 13924, 169, 1
  275, 4642, 111, 1
  104, 6531, 156, 1
  150, 11179, 106, 0
  123, 4890, 106, 1
